timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
1629159096,8420020,P1,0,3320,7279,0,1629160196
1629159096,8420020,P1,0,3320,7280,1629160316,0
1629159096,8420020,P1,0,3320,1510,1629160398,0
1629159096,8420020,P1,0,3320,3427,1629160461,0
1629159096,8420020,P1,0,3320,5560,1629160556,0
1629159096,8420020,P1,0,3320,5125,1629160729,0
1629159096,6130020,13,0,6402,16529,1629159113,0
1629159096,6130020,13,0,6402,619,1629159142,0
1629159096,5080020,71C,0,6555,2639,1629159101,0
1629159096,5080020,71C,0,6555,22747,1629159141,0
1629159096,5080020,71C,0,6555,18165,1629159184,0
1629159096,5080020,71C,0,6555,2643,1629159215,0
1629159096,5080020,71C,0,6555,2644,1629159229,0
1629159096,5080020,71C,0,6555,18164,1629159258,0
1629159096,5080020,71C,0,6555,3147,1629159287,0
1629159096,5080020,71C,0,6555,3148,1629159302,0
1629159096,5080020,71C,0,6555,3149,1629159322,0
1629159096,5080020,71C,0,6555,3150,1629159347,0
1629159096,5080020,71C,0,6555,3151,1629159367,0
1629159096,5080020,71C,0,6555,3152,1629159394,0
1629159096,5080020,71C,0,6555,3154,1629159418,0
1629159096,5080020,71C,0,6555,3155,1629159434,0
1629159096,5080020,71C,0,6555,3156,1629159454,0
1629159096,5080020,71C,0,6555,3157,1629159487,0
1629159096,5080020,71C,0,6555,18161,1629159508,0
1629159096,5080020,71C,0,6555,20776,1629159547,0
1629159096,5080020,71C,0,6555,1509,1629159599,0
1629159096,5080020,71C,0,6555,3158,1629159695,0
1629159096,5080020,71C,0,6555,20855,1629159731,0
1629159096,5080020,71C,0,6555,1410,1629159804,0
1629159096,4344020,57,0,6235,18458,1629159089,0
1629159096,4344020,57,0,6235,10959,1629159125,0
1629159096,4344020,57,0,6235,10961,1629159272,0
1629159096,4344020,57,0,6235,17519,1629159292,0
1629159096,4344020,57,0,6235,15428,1629159388,0
1629159096,4344020,57,0,6235,17740,1629159451,0
1629159096,4344020,57,0,6235,15423,1629159472,0
1629159096,4344020,57,0,6235,20834,1629159527,0
1629159096,4344020,57,0,6235,15418,1629159592,0
1629159096,8712020,27,0,6107,4126,1629159111,0
1629159096,8712020,27,0,6107,2309,1629159287,0
1629159096,8712020,27,0,6107,2310,1629159340,0
1629159096,8712020,27,0,6107,4129,1629159492,0
1629159096,8712020,27,0,6107,4131,1629159512,0
1629159096,8712020,27,0,6107,4132,1629159540,0
1629159096,8712020,27,0,6107,4249,1629159591,0
1629159096,8712020,27,0,6107,4250,1629159610,0
1629159096,8712020,27,0,6107,4251,1629159641,0
1629159096,8712020,27,0,6107,4252,1629159660,0
1629159096,8712020,27,0,6107,19616,1629159672,0
1629159096,8712020,27,0,6107,4253,1629159696,0
1629159096,8712020,27,0,6107,4255,1629159736,0
1629159096,8712020,27,0,6107,4256,1629159752,0
1629159096,8712020,27,0,6107,4257,1629159768,0
1629159096,8712020,27,0,6107,19212,1629159790,0
1629159096,8712020,27,0,6107,4259,1629159818,0
1629159096,8712020,27,0,6107,4260,1629159841,0
1629159096,8712020,27,0,6107,4261,1629159854,0
1629159096,8712020,27,0,6107,4262,1629159872,0
1629159096,8712020,27,0,6107,4263,1629159891,0
1629159096,8712020,27,0,6107,4264,1629159912,0
1629159096,8712020,27,0,6107,4265,1629159926,0
1629159096,8712020,27,0,6107,4266,1629159947,0
1629159096,8712020,27,0,6107,4267,1629159957,0
1629159096,8712020,27,0,6107,4268,1629159972,0
1629159096,8712020,27,0,6107,4089,1629160000,0
1629159096,8712020,27,0,6107,4091,1629160025,0
1629159096,8712020,27,0,6107,4092,1629160044,0
1629159096,8712020,27,0,6107,4178,1629160121,0
1629159096,8712020,27,0,6107,19215,1629160145,0
1629159096,8712020,27,0,6107,4180,1629160165,0
1629159096,8712020,27,0,6107,4181,1629160193,0
1629159096,8712020,27,0,6107,22821,1629160232,0
1629159096,8712020,27,0,6107,21170,1629160256,0
1629159096,8712020,27,0,6107,4184,1629160272,0
1629159096,8712020,27,0,6107,3752,1629160294,0
1629159096,8712020,27,0,6107,3753,1629160328,0
1629159096,8712020,27,0,6107,4302,1629160398,0
1629159096,8712020,27,0,6107,4303,1629160430,0
1629159096,8712020,27,0,6107,17503,1629160452,0
1629159096,8712020,27,0,6107,4219,1629160486,0
1629159096,8712020,27,0,6107,4220,1629160525,0
1629159096,8712020,27,0,6107,4222,1629160584,0
1629159096,8712020,27,0,6107,4223,1629160620,0
1629159096,8712020,27,0,6107,4225,1629160650,0
1629159096,8712020,27,0,6107,4209,1629160674,0
1629159096,8712020,27,0,6107,4210,1629160707,0
1629159096,8712020,27,0,6107,19614,1629160741,0
1629159096,8712020,27,0,6107,19707,1629160794,0
1629159096,8712020,27,0,6107,3711,1629160824,0
1629159096,8712020,27,0,6107,3714,1629160879,0
1629159096,4132020,74,0,6556,8007,0,1629160552
1629159096,4132020,74,0,6556,20048,1629160585,0
1629159096,4132020,74,0,6556,8009,1629160612,0
1629159096,4132020,74,0,6556,21095,1629160660,0
1629159096,4132020,74,0,6556,21096,1629160694,0
1629159096,4132020,74,0,6556,8363,1629160733,0
1629159096,4132020,74,0,6556,17277,1629160762,0
1629159096,4132020,74,0,6556,8364,1629160784,0
1629159096,4132020,74,0,6556,8365,1629160829,0
1629159096,6531020,56,0,6436,12166,0,1629159520
1629159096,6531020,56,0,6436,21490,1629159580,0
1629159096,6531020,56,0,6436,12167,1629159604,0
1629159096,6531020,56,0,6436,12168,1629159642,0
1629159096,6531020,56,0,6436,10628,1629159667,0
1629159096,6531020,56,0,6436,10629,1629159685,0
1629159096,6531020,56,0,6436,12170,1629159715,0
1629159096,6531020,56,0,6436,21496,1629159768,0
1629159096,6531020,56,0,6436,21497,1629159787,0
1629159096,6531020,56,0,6436,9900,1629159880,0
1629159096,6531020,56,0,6436,17224,1629159956,0
1629159096,6531020,56,0,6436,10995,1629159980,0
1629159096,6531020,56,0,6436,9915,1629160009,0
1629159096,6531020,56,0,6436,9916,1629160037,0
1629159096,6531020,56,0,6436,9917,1629160069,0
1629159096,6531020,56,0,6436,20933,1629160120,0
1629159096,6531020,56,0,6436,9920,1629160150,0
1629159096,6531020,56,0,6436,22886,1629160825,0
1629159096,3030020,1,0,6315,1407,1629159180,0
1629159096,3030020,1,0,6315,1408,1629159354,0
1629159096,3030020,1,0,6315,180,1629159480,0
